file_path,mean,std,shape
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-67.jpg,[ 97.40408519 113.67659435 118.03662737],[85.4285027  71.22842648 68.03795341],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-20.jpg,[ 74.04199563 105.24472507 109.0943123 ],[78.33392484 65.68979798 61.38341155],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-62.jpg,[ 95.38478572 121.15435822 125.60740769],[80.05179937 69.22804128 69.15844315],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-3.jpg,[ 77.3420348  109.87831664 118.93618365],[75.17325844 68.67715711 67.08813109],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-62.jpg,[ 84.14048    116.74542754 129.99014793],[77.64219177 68.76450678 69.04691084],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/1-5.jpg,[ 71.49432598 113.27682328 130.06453391],[71.71331275 66.46653844 66.20755466],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-36.jpg,[ 75.87711593 115.59078349 121.98163575],[77.54202475 69.54867264 66.73406524],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-48.jpg,[ 75.97101921 112.46772201 122.03781348],[76.76122459 70.6166651  70.47019672],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-22.jpg,[ 67.11287248 110.83432942 124.625202  ],[70.14819426 68.48931474 68.55743249],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-27.jpg,[ 84.14502794 118.31916649 129.4981699 ],[77.949435   71.19308045 70.15781594],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/3-7.jpg,[ 78.81383317 118.31361615 133.15937669],[75.36834326 69.20308225 68.94339415],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-33.jpg,[ 93.09156149 124.18125367 133.09750616],[82.39536381 72.02372667 69.70683211],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/5-47.jpg,[ 91.22669848 116.80070932 122.77114262],[80.30972672 71.48690864 70.97385059],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/3-26.jpg,[ 91.64601008 116.75978359 125.5352176 ],[80.74031381 73.31843612 71.45588679],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/3-27.jpg,[ 90.39603722 120.9574255  132.28957936],[78.12249968 69.88237356 68.10850836],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/3-35.jpg,[ 94.26994363 118.25112271 127.82817068],[80.60361501 70.38082169 68.89768921],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/6-61.jpg,[ 97.21182229 120.34262384 130.87374696],[70.43947214 61.59626652 59.79833726],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/2-16 copy.jpeg,[104.72030527 115.61443447 120.09208426],[85.75802949 69.16472853 62.53824539],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/2-17.jpg,[101.23464344 113.57559432 119.43151637],[87.25719977 72.09109393 64.94319393],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/2-16.jpg,[104.16359206 115.61057596 120.14896773],[86.38405055 69.32761828 62.6924968 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/8-5.jpg,[ 99.93790212 111.3802304  111.24685527],[86.36880641 66.88282841 66.32374944],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-48.jpg,[ 96.17834884 116.77250432 119.8191952 ],[82.29621112 69.80555191 68.61513375],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/2-18.jpg,[ 93.51534246 117.68907265 133.08133559],[78.78229906 64.13354191 58.9799104 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-5.jpg,[ 86.630883   121.30345751 126.49266081],[82.61576027 67.51289714 66.62890231],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/6-42.jpg,[ 91.60184308 119.92883454 127.49138128],[80.30651643 71.41197268 69.77613656],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/2-23.jpg,[ 83.40777418 120.60579878 136.71309993],[84.48316947 68.73898785 63.73068344],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-40.jpg,[107.68332785 115.65942557 113.3188992 ],[85.88942413 66.37983954 61.80579876],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/5-66.jpg,[ 95.12697691 114.8366567  127.23004087],[77.27473277 65.00141193 63.49667786],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-32.jpg,[100.94744368 117.24441546 118.76315353],[84.80407178 70.07781262 67.05230839],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/6-36.jpg,[ 90.11530376 119.73444849 129.21073123],[80.68570279 73.22813466 70.66148485],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/7-48.jpg,[ 71.13384426 110.50331303 127.52126728],[72.57690167 69.48034617 70.38805159],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-31.jpg,[ 89.8413576  119.54311449 131.19094934],[78.83674072 70.61469178 69.4198842 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/7-49.jpg,[ 77.23410779 117.17266908 125.65044271],[77.78101653 71.82354323 71.21139987],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/6-35.jpg,[ 91.4442882  117.97950219 128.92494764],[81.08209178 72.8640203  70.25906816],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_1/4-36.jpg,[105.4453394  121.81793363 124.33236325],[85.66644013 69.97577545 67.75520252],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/5-40.jpg,[111.61252802 116.05532911 111.74118863],[85.21352527 66.20798107 61.73424299],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/7-47.jpg,[ 77.59103208 110.74486187 118.9073167 ],[72.55461529 69.93606682 69.75652794],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/6-60.jpg,[ 99.87751403 118.05339911 123.25262565],[82.8343929  73.21256394 69.53458634],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/6-63.jpg,[104.6022274  121.3647463  123.16444314],[83.62409231 73.85478035 71.69762783],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/6-66.jpg,[109.5691587  119.71592472 120.99982933],[87.41568075 72.96258601 67.47740439],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/6-64.jpg,[ 97.21843325 113.35369007 119.39233519],[85.02711756 73.42456503 69.07709709],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Armillaria_Stage_2/7-58.jpg,[ 91.98705511 118.61251604 125.59674186],[78.6248675  75.0324519  74.72288245],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-43/IMG_700101_000722_0000_NIR.TIF,[92.55165365 92.55165365 92.55165365],[51.94780782 51.94780782 51.94780782],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-43/IMG_700101_000722_0000_GRE.TIF,[73.24435465 73.24435465 73.24435465],[53.06554458 53.06554458 53.06554458],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-43/IMG_700101_000722_0000_RED.TIF,[71.4537264 71.4537264 71.4537264],[56.79162577 56.79162577 56.79162577],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-43/IMG_700101_000722_0000_REG.TIF,[81.88904785 81.88904785 81.88904785],[49.88952428 49.88952428 49.88952428],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-43/IMG_700101_000722_0000_RGB.JPG,[102.62639138 127.5518483  140.18429942],[80.5698111  77.12132281 75.19265725],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-67/IMG_700101_003806_0000_RGB.JPG,[107.84938916 130.89271068 148.10119981],[70.0637823  62.56980734 61.49451505],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-67/IMG_700101_003806_0000_NIR.TIF,[93.76997477 93.76997477 93.76997477],[48.94653332 48.94653332 48.94653332],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-67/IMG_700101_003806_0000_RED.TIF,[77.92566976 77.92566976 77.92566976],[49.80143668 49.80143668 49.80143668],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-67/IMG_700101_003806_0000_REG.TIF,[83.70446452 83.70446452 83.70446452],[46.86324472 46.86324472 46.86324472],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-67/IMG_700101_003806_0000_GRE.TIF,[78.46308268 78.46308268 78.46308268],[44.54423523 44.54423523 44.54423523],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-10/IMG_700101_010829_0000_NIR.TIF,[104.42501139 104.42501139 104.42501139],[56.60138598 56.60138598 56.60138598],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-10/IMG_700101_010829_0000_GRE.TIF,[72.19927083 72.19927083 72.19927083],[51.92893921 51.92893921 51.92893921],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-10/IMG_700101_010829_0000_RED.TIF,[72.55675863 72.55675863 72.55675863],[56.88053729 56.88053729 56.88053729],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-10/IMG_700101_010829_0000_REG.TIF,[86.39577393 86.39577393 86.39577393],[51.34192505 51.34192505 51.34192505],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-10/IMG_700101_010829_0000_RGB.JPG,[ 93.07376193 123.6829245  141.15881065],[72.8581615  71.39000064 70.96844311],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-58/IMG_700101_003637_0000_RGB.JPG,[114.7062371  127.92627581 136.35823166],[77.90124452 67.40468598 67.05625057],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-58/IMG_700101_003637_0000_NIR.TIF,[99.56063151 99.56063151 99.56063151],[53.25387579 53.25387579 53.25387579],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-58/IMG_700101_003637_0000_GRE.TIF,[78.93633057 78.93633057 78.93633057],[47.79595518 47.79595518 47.79595518],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-58/IMG_700101_003637_0000_REG.TIF,[86.72955404 86.72955404 86.72955404],[48.73284209 48.73284209 48.73284209],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-58/IMG_700101_003637_0000_RED.TIF,[74.23817139 74.23817139 74.23817139],[51.69597513 51.69597513 51.69597513],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-28/IMG_700101_011121_0000_GRE.TIF,[68.15269043 68.15269043 68.15269043],[52.11091425 52.11091425 52.11091425],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-28/IMG_700101_011121_0000_RED.TIF,[70.029882 70.029882 70.029882],[56.82671418 56.82671418 56.82671418],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-28/IMG_700101_011121_0000_REG.TIF,[84.1475651 84.1475651 84.1475651],[52.88715214 52.88715214 52.88715214],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-28/IMG_700101_011121_0000_NIR.TIF,[93.69874756 93.69874756 93.69874756],[54.04150028 54.04150028 54.04150028],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-28/IMG_700101_011122_0000_RGB.JPG,[ 96.32491733 127.61331541 143.35548796],[77.44231772 74.68306929 72.20349768],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-44/IMG_700101_000731_0000_NIR.TIF,[94.00017578 94.00017578 94.00017578],[56.1167307 56.1167307 56.1167307],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-44/IMG_700101_000731_0000_RED.TIF,[71.63816732 71.63816732 71.63816732],[59.65107754 59.65107754 59.65107754],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-44/IMG_700101_000731_0000_REG.TIF,[82.85888753 82.85888753 82.85888753],[52.87795783 52.87795783 52.87795783],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-44/IMG_700101_000731_0000_GRE.TIF,[67.71543213 67.71543213 67.71543213],[53.05293057 53.05293057 53.05293057],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/10-44/IMG_700101_000731_0000_RGB.JPG,[ 93.53192785 127.99843896 141.88790341],[76.42864197 75.59559486 73.92412799],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-17/IMG_700101_010935_0000_RGB.JPG,[ 97.37113614 127.49296143 141.97818244],[75.99061506 73.9339474  72.90932282],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-17/IMG_700101_010935_0000_NIR.TIF,[96.51358236 96.51358236 96.51358236],[57.36844848 57.36844848 57.36844848],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-17/IMG_700101_010935_0000_GRE.TIF,[71.28199137 71.28199137 71.28199137],[52.228203 52.228203 52.228203],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-17/IMG_700101_010935_0000_RED.TIF,[71.53360596 71.53360596 71.53360596],[55.08995364 55.08995364 55.08995364],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-17/IMG_700101_010935_0000_REG.TIF,[83.76480387 83.76480387 83.76480387],[52.780897 52.780897 52.780897],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-56/IMG_700101_003620_0000_REG.TIF,[87.91453613 87.91453613 87.91453613],[50.27605608 50.27605608 50.27605608],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-56/IMG_700101_003620_0000_RED.TIF,[78.08446045 78.08446045 78.08446045],[53.79387669 53.79387669 53.79387669],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-56/IMG_700101_003620_0000_GRE.TIF,[78.78884115 78.78884115 78.78884115],[48.54635941 48.54635941 48.54635941],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-56/IMG_700101_003620_0000_NIR.TIF,[108.49955485 108.49955485 108.49955485],[58.25339455 58.25339455 58.25339455],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-56/IMG_700101_003620_0000_RGB.JPG,[112.54917324 126.37892672 135.51133106],[77.58155637 70.666261   70.97918236],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-21/IMG_700101_011013_0000_NIR.TIF,[94.8553125 94.8553125 94.8553125],[53.26401742 53.26401742 53.26401742],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-21/IMG_700101_011013_0000_RED.TIF,[68.52467204 68.52467204 68.52467204],[58.89674056 58.89674056 58.89674056],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-21/IMG_700101_011013_0000_REG.TIF,[81.84456787 81.84456787 81.84456787],[50.04905042 50.04905042 50.04905042],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-21/IMG_700101_011013_0000_GRE.TIF,[66.9291626 66.9291626 66.9291626],[53.98661225 53.98661225 53.98661225],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-21/IMG_700101_011013_0000_RGB.JPG,[ 94.22259961 135.57040675 149.97778973],[77.23547429 72.7053463  69.52235984],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-69/IMG_700101_003827_0000_GRE.TIF,[76.22906413 76.22906413 76.22906413],[44.64681742 44.64681742 44.64681742],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-69/IMG_700101_003827_0000_REG.TIF,[81.51559896 81.51559896 81.51559896],[50.36345564 50.36345564 50.36345564],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-69/IMG_700101_003827_0000_RED.TIF,[71.16502279 71.16502279 71.16502279],[49.14033894 49.14033894 49.14033894],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-69/IMG_700101_003827_0000_NIR.TIF,[87.22878499 87.22878499 87.22878499],[51.83069109 51.83069109 51.83069109],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/6-69/IMG_700101_003827_0000_RGB.JPG,[109.64226956 119.97028649 134.82489918],[75.87734695 64.08668435 64.93478522],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-19/IMG_700101_010954_0000_REG.TIF,[81.91330566 81.91330566 81.91330566],[53.31045814 53.31045814 53.31045814],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/9-19/IMG_700101_010954_0000_RED.TIF,[72.7133195 72.7133195 72.7133195],[57.89606193 57.89606193 57.89606193],"(1280, 960, 3)"
