file_path,mean,std,shape
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-30/IMG_700101_005928_0000_GRE.TIF,[73.30222087 73.30222087 73.30222087],[57.95614397 57.95614397 57.95614397],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-55/IMG_700101_002048_0000_REG.TIF,[79.27308594 79.27308594 79.27308594],[51.63769675 51.63769675 51.63769675],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-55/IMG_700101_002048_0000_RED.TIF,[64.86549154 64.86549154 64.86549154],[68.99292577 68.99292577 68.99292577],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-55/IMG_700101_002048_0000_GRE.TIF,[63.11833577 63.11833577 63.11833577],[64.89949618 64.89949618 64.89949618],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-55/IMG_700101_002048_0000_NIR.TIF,[70.40932943 70.40932943 70.40932943],[43.08000217 43.08000217 43.08000217],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-55/IMG_700101_002048_0000_RGB.JPG,[116.5378791  143.80705305 148.5500249 ],[71.31246099 62.74442514 63.66079366],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-39/IMG_700101_010118_0000_NIR.TIF,[94.57804606 94.57804606 94.57804606],[52.4167812 52.4167812 52.4167812],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-39/IMG_700101_010118_0000_RED.TIF,[72.10789632 72.10789632 72.10789632],[57.66088979 57.66088979 57.66088979],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-39/IMG_700101_010118_0000_REG.TIF,[83.412736 83.412736 83.412736],[50.59203431 50.59203431 50.59203431],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-39/IMG_700101_010118_0000_GRE.TIF,[71.92500732 71.92500732 71.92500732],[53.41854202 53.41854202 53.41854202],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-39/IMG_700101_010118_0000_RGB.JPG,[105.62408158 136.44478026 151.48044206],[77.9535428  76.07413165 73.39074895],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-56/IMG_700101_001009_0000_RGB.JPG,[118.03394352 140.82056235 156.32524636],[73.23969268 60.93219998 57.8743544 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-56/IMG_700101_001009_0000_REG.TIF,[87.23973958 87.23973958 87.23973958],[47.8430926 47.8430926 47.8430926],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-56/IMG_700101_001009_0000_RED.TIF,[79.1619694 79.1619694 79.1619694],[48.08343553 48.08343553 48.08343553],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-56/IMG_700101_001009_0000_GRE.TIF,[78.46619873 78.46619873 78.46619873],[42.31968839 42.31968839 42.31968839],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-56/IMG_700101_001009_0000_NIR.TIF,[95.22687337 95.22687337 95.22687337],[49.65506611 49.65506611 49.65506611],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-51/IMG_700101_000921_0000_RGB.JPG,[125.88464663 136.0113418  150.98847164],[74.17280348 61.29951552 57.88676181],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-51/IMG_700101_000921_0000_RED.TIF,[76.09328532 76.09328532 76.09328532],[47.96380093 47.96380093 47.96380093],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-51/IMG_700101_000921_0000_REG.TIF,[87.92687337 87.92687337 87.92687337],[51.23518632 51.23518632 51.23518632],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-51/IMG_700101_000921_0000_GRE.TIF,[76.24715902 76.24715902 76.24715902],[41.9283258 41.9283258 41.9283258],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-51/IMG_700101_000921_0000_NIR.TIF,[96.24670817 96.24670817 96.24670817],[53.17245408 53.17245408 53.17245408],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-52/IMG_700101_002017_0000_NIR.TIF,[86.37125488 86.37125488 86.37125488],[48.92400686 48.92400686 48.92400686],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-52/IMG_700101_002017_0000_GRE.TIF,[71.69077718 71.69077718 71.69077718],[56.89478292 56.89478292 56.89478292],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-52/IMG_700101_002017_0000_RED.TIF,[76.91871501 76.91871501 76.91871501],[60.15286132 60.15286132 60.15286132],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-52/IMG_700101_002017_0000_REG.TIF,[81.01361572 81.01361572 81.01361572],[49.8916299 49.8916299 49.8916299],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-52/IMG_700101_002017_0000_RGB.JPG,[113.69522585 126.33980017 134.58704668],[92.39404593 85.841062   81.21231699],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-12/IMG_700101_002108_0000_GRE.TIF,[75.74960775 75.74960775 75.74960775],[46.78942041 46.78942041 46.78942041],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-12/IMG_700101_002108_0000_RED.TIF,[75.00236816 75.00236816 75.00236816],[49.9195402 49.9195402 49.9195402],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-12/IMG_700101_002108_0000_REG.TIF,[80.35732096 80.35732096 80.35732096],[48.58960252 48.58960252 48.58960252],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-12/IMG_700101_002108_0000_NIR.TIF,[79.96209961 79.96209961 79.96209961],[42.99560493 42.99560493 42.99560493],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-12/IMG_700101_002108_0000_RGB.JPG,[103.746295   128.78496693 145.3164882 ],[73.31448913 67.07248026 64.91981274],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-22/IMG_700101_004407_0000_RED.TIF,[70.29137533 70.29137533 70.29137533],[56.30360171 56.30360171 56.30360171],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-22/IMG_700101_004408_0000_RGB.JPG,[ 98.8107605  126.30499764 137.68672827],[77.2962094  71.96320801 69.86803644],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-22/IMG_700101_004407_0000_REG.TIF,[83.34645264 83.34645264 83.34645264],[49.58058642 49.58058642 49.58058642],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-22/IMG_700101_004407_0000_GRE.TIF,[70.65715576 70.65715576 70.65715576],[51.84377954 51.84377954 51.84377954],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-22/IMG_700101_004407_0000_NIR.TIF,[88.15138102 88.15138102 88.15138102],[47.49161175 47.49161175 47.49161175],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-39/IMG_700101_001804_0000_RGB.JPG,[116.23035692 137.52708259 150.27669321],[85.01502953 81.2739663  76.4234874 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-39/IMG_700101_001804_0000_NIR.TIF,[89.30550456 89.30550456 89.30550456],[53.9180122 53.9180122 53.9180122],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-39/IMG_700101_001804_0000_GRE.TIF,[74.59159912 74.59159912 74.59159912],[56.71730677 56.71730677 56.71730677],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-39/IMG_700101_001804_0000_RED.TIF,[72.94481608 72.94481608 72.94481608],[58.43854355 58.43854355 58.43854355],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-39/IMG_700101_001804_0000_REG.TIF,[82.06126953 82.06126953 82.06126953],[52.73329799 52.73329799 52.73329799],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-55/IMG_700101_010404_0000_RGB.JPG,[113.39262867 140.28820455 153.82712125],[78.83412429 77.52370182 74.16178461],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-55/IMG_700101_010404_0000_REG.TIF,[81.23852051 81.23852051 81.23852051],[53.09803025 53.09803025 53.09803025],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-55/IMG_700101_010404_0000_RED.TIF,[73.27523519 73.27523519 73.27523519],[59.0776981 59.0776981 59.0776981],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-55/IMG_700101_010404_0000_GRE.TIF,[71.40532959 71.40532959 71.40532959],[53.85812845 53.85812845 53.85812845],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-55/IMG_700101_010404_0000_NIR.TIF,[90.74970133 90.74970133 90.74970133],[53.78425899 53.78425899 53.78425899],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-25/IMG_700101_004437_0000_RGB.JPG,[ 96.81433062 122.81506392 135.3215781 ],[77.7133598  69.78199448 68.53193494],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-25/IMG_700101_004437_0000_GRE.TIF,[75.14013916 75.14013916 75.14013916],[50.41153851 50.41153851 50.41153851],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-25/IMG_700101_004437_0000_REG.TIF,[82.33114339 82.33114339 82.33114339],[47.23322589 47.23322589 47.23322589],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-25/IMG_700101_004437_0000_RED.TIF,[75.60857829 75.60857829 75.60857829],[56.27533286 56.27533286 56.27533286],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-25/IMG_700101_004437_0000_NIR.TIF,[97.98140137 97.98140137 97.98140137],[52.19191789 52.19191789 52.19191789],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-15/IMG_700101_002136_0000_RGB.JPG,[105.57891475 125.59424751 138.68023788],[75.10830927 66.68990766 65.52728348],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-15/IMG_700101_002136_0000_GRE.TIF,[77.93456055 77.93456055 77.93456055],[48.56459446 48.56459446 48.56459446],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-15/IMG_700101_002136_0000_RED.TIF,[76.64760905 76.64760905 76.64760905],[52.17858668 52.17858668 52.17858668],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-15/IMG_700101_002136_0000_REG.TIF,[81.94360677 81.94360677 81.94360677],[49.09269519 49.09269519 49.09269519],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-15/IMG_700101_002136_0000_NIR.TIF,[81.42675456 81.42675456 81.42675456],[44.18255976 44.18255976 44.18255976],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-52/IMG_700101_010333_0000_RGB.JPG,[100.53538243 126.08664405 137.54886367],[77.37161914 77.1071305  78.38153447],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-52/IMG_700101_010333_0000_GRE.TIF,[75.61827148 75.61827148 75.61827148],[51.37441942 51.37441942 51.37441942],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-52/IMG_700101_010333_0000_REG.TIF,[85.99938802 85.99938802 85.99938802],[50.47918732 50.47918732 50.47918732],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-52/IMG_700101_010333_0000_RED.TIF,[75.9131193 75.9131193 75.9131193],[57.64386393 57.64386393 57.64386393],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/8-52/IMG_700101_010333_0000_NIR.TIF,[115.26946289 115.26946289 115.26946289],[62.83482145 62.83482145 62.83482145],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-13/IMG_700101_004242_0000_NIR.TIF,[98.38717041 98.38717041 98.38717041],[51.54608473 51.54608473 51.54608473],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-13/IMG_700101_004242_0000_RED.TIF,[71.13600911 71.13600911 71.13600911],[52.87308136 52.87308136 52.87308136],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-13/IMG_700101_004242_0000_REG.TIF,[86.36997152 86.36997152 86.36997152],[49.92135444 49.92135444 49.92135444],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-13/IMG_700101_004242_0000_GRE.TIF,[71.14099935 71.14099935 71.14099935],[47.25967317 47.25967317 47.25967317],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-13/IMG_700101_004242_0000_RGB.JPG,[ 99.65718763 125.99844593 143.21185039],[73.34631294 69.19085586 69.12375581],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-37/IMG_700101_001742_0000_RGB.JPG,[103.63118019 132.61921434 140.76936692],[79.33856696 77.63896068 77.01179967],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-37/IMG_700101_001742_0000_NIR.TIF,[96.91400146 96.91400146 96.91400146],[57.53282713 57.53282713 57.53282713],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-37/IMG_700101_001742_0000_REG.TIF,[82.59946696 82.59946696 82.59946696],[52.85429598 52.85429598 52.85429598],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-37/IMG_700101_001742_0000_RED.TIF,[71.01693359 71.01693359 71.01693359],[59.24162682 59.24162682 59.24162682],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-37/IMG_700101_001742_0000_GRE.TIF,[71.46081624 71.46081624 71.46081624],[55.55174672 55.55174672 55.55174672],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-23/IMG_700101_002251_0000_GRE.TIF,[74.42195394 74.42195394 74.42195394],[48.92100101 48.92100101 48.92100101],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-23/IMG_700101_002251_0000_REG.TIF,[83.02325277 83.02325277 83.02325277],[49.09350708 49.09350708 49.09350708],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-23/IMG_700101_002251_0000_RED.TIF,[73.26851481 73.26851481 73.26851481],[51.7919062 51.7919062 51.7919062],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-23/IMG_700101_002251_0000_NIR.TIF,[84.64028727 84.64028727 84.64028727],[44.91245617 44.91245617 44.91245617],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-23/IMG_700101_002251_0000_RGB.JPG,[100.27557806 130.71151507 149.54438581],[71.29344702 68.89158974 67.60284847],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-34/IMG_700101_000645_0000_RED.TIF,[73.27672363 73.27672363 73.27672363],[47.56312277 47.56312277 47.56312277],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-34/IMG_700101_000645_0000_REG.TIF,[81.14898275 81.14898275 81.14898275],[47.47724139 47.47724139 47.47724139],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-34/IMG_700101_000645_0000_GRE.TIF,[77.74855957 77.74855957 77.74855957],[47.03589737 47.03589737 47.03589737],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-34/IMG_700101_000646_0000_RGB.JPG,[105.36093799 133.29022198 150.67132443],[72.10768253 67.67154407 65.96303534],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-34/IMG_700101_000645_0000_NIR.TIF,[85.19388428 85.19388428 85.19388428],[44.14201461 44.14201461 44.14201461],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-33/IMG_700101_000636_0000_NIR.TIF,[79.65146973 79.65146973 79.65146973],[42.80532676 42.80532676 42.80532676],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-33/IMG_700101_000636_0000_GRE.TIF,[76.66318522 76.66318522 76.66318522],[45.99874641 45.99874641 45.99874641],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-33/IMG_700101_000636_0000_REG.TIF,[81.18281087 81.18281087 81.18281087],[49.44538566 49.44538566 49.44538566],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-33/IMG_700101_000636_0000_RED.TIF,[77.8561027 77.8561027 77.8561027],[50.0742638 50.0742638 50.0742638],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/4-33/IMG_700101_000636_0000_RGB.JPG,[105.07175311 127.01647673 143.49687911],[74.33311436 67.5771576  65.9822369 ],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-24/IMG_700101_002300_0000_RGB.JPG,[ 97.1495858  127.75835146 146.28616025],[70.27982212 70.0460544  68.90872607],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-24/IMG_700101_002300_0000_NIR.TIF,[89.06477783 89.06477783 89.06477783],[48.95882498 48.95882498 48.95882498],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-24/IMG_700101_002300_0000_RED.TIF,[75.57738363 75.57738363 75.57738363],[55.02020925 55.02020925 55.02020925],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-24/IMG_700101_002300_0000_REG.TIF,[82.2669751 82.2669751 82.2669751],[49.8569201 49.8569201 49.8569201],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/3-24/IMG_700101_002300_0000_GRE.TIF,[75.82461344 75.82461344 75.82461344],[51.70885847 51.70885847 51.70885847],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-30/IMG_700101_001629_0000_NIR.TIF,[90.54193441 90.54193441 90.54193441],[53.88031157 53.88031157 53.88031157],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-30/IMG_700101_001629_0000_GRE.TIF,[70.65065023 70.65065023 70.65065023],[55.3087679 55.3087679 55.3087679],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-30/IMG_700101_001629_0000_RED.TIF,[68.82703451 68.82703451 68.82703451],[57.85103768 57.85103768 57.85103768],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-30/IMG_700101_001629_0000_REG.TIF,[83.01005615 83.01005615 83.01005615],[53.36721054 53.36721054 53.36721054],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/11-30/IMG_700101_001629_0000_RGB.JPG,[ 99.93715068 123.86149804 134.67604731],[83.07250134 78.78148859 76.77775956],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-14/IMG_700101_004252_0000_RGB.JPG,[ 95.63310694 129.2100081  136.05938608],[75.00036508 71.34777716 70.63976612],"(4608, 3456, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-14/IMG_700101_004252_0000_GRE.TIF,[72.63281087 72.63281087 72.63281087],[57.71293285 57.71293285 57.71293285],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-14/IMG_700101_004252_0000_RED.TIF,[70.2790096 70.2790096 70.2790096],[60.20623763 60.20623763 60.20623763],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-14/IMG_700101_004252_0000_REG.TIF,[83.80752604 83.80752604 83.80752604],[49.52343205 49.52343205 49.52343205],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/7-14/IMG_700101_004252_0000_NIR.TIF,[95.98804281 95.98804281 95.98804281],[50.65623815 50.65623815 50.65623815],"(1280, 960, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_Multispectral_Photos/Healthy/5-58/IMG_700101_002121_0000_NIR.TIF,[89.29090495 89.29090495 89.29090495],[47.14510016 47.14510016 47.14510016],"(1280, 960, 3)"
